410923,14,2195,1220,7685.606382651469,7177.190034239178,8137.012204630996,7882.0
410726,3,1255,720,7781.083651816352,7179.441364455605,8437.425764454802,7513.0
411621,10,1890,1070,7474.559190552998,6983.068462046054,7866.936043522153,8741.0
411423,7,1755,995,6072.480350609765,5480.613298508655,6570.158352153898,7293.0
411723,6,1575,875,7775.176178178283,7192.143822402259,8271.969799802639,8222.0
411426,19,2635,1485,5631.681589323627,4838.677685097416,6421.466706162301,5870.0
411425,17,2590,1515,6068.396892499234,5488.057209026673,6760.0976147775955,6497.0
410782,0,670,325,6825.193867534907,6345.56212262781,7356.554483957043,8143.0
411481,21,2695,1460,6887.24223239837,6036.620831274195,7751.24757164308,6674.0
411422,8,1795,1015,7366.175158038339,6814.073548792284,8012.076969812587,6038.0
411625,15,2470,1410,6439.556444045489,5818.445935079964,7269.206839456682,5552.0
410523,4,1340,740,6607.265773760584,6082.086520186091,7112.078832895507,6262.0
410222,11,1965,1120,6863.791213330057,6523.953532009618,7224.5549143229355,7253.0
410523,5,1350,755,7751.48228353903,7413.519553186771,8096.875183685318,8225.0
411426,20,2675,1495,6594.960697577782,6107.690113916859,7224.717527604167,7418.0
410783,22,2870,1620,7532.079760170105,7058.5155755258365,7942.3035462863945,7550.0
411621,2,1105,1085,7290.8018490506665,6728.138748961251,8094.388734489417,7164.0
410621,13,2110,1200,6880.439195768558,6380.380712563797,7475.935334777487,6735.0
411425,18,2615,1505,6684.851275427201,5866.445892493616,7587.35455087631,5994.0
410782,1,685,340,8257.181141745888,7935.025619451228,8547.75822994725,8526.0
411024,23,2980,620,7375.224177780674,6807.253647661451,7936.849269062541,6218.0
411403,16,2555,1550,7062.607822592431,6456.9822054947235,7479.56473792495,7574.0
411422,9,1805,1020,6148.279580490754,5814.704325745074,6621.997032784352,6401.0
410526,12,2050,1160,7184.0401506092285,6725.959704835824,7618.349245741128,7023.0
